ReadUtc;ItemId;RawUtc;CorrectedUtc;DeltaSeconds;WasCorrected
2026-08-21T23:17:42.3005551Z;Random.UInt4;2026-08-21T23:17:41.2910000Z;2026-08-21T23:17:41.2910000Z;0.0000000;0
2026-08-21T23:17:42.3005551Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:42.3005551Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:42.3005551Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:42.3005551Z;Saw-toothed Waves.Real8;2026-08-21T23:17:41.2940000Z;2026-08-21T23:17:41.2940000Z;0.0000000;0
2026-08-21T23:17:42.3005551Z;Triangle Waves.Real8;2026-08-21T23:17:41.2950000Z;2026-08-21T23:17:41.2950000Z;0.0000000;0
2026-08-21T23:17:43.3084169Z;Random.Real8;2026-08-21T23:17:42.2990000Z;2026-08-21T23:17:42.2990000Z;0.0000000;0
2026-08-21T23:17:43.3084169Z;Random.Real4;2026-08-21T23:17:42.2990000Z;2026-08-21T23:17:42.2990000Z;0.0000000;0
2026-08-21T23:17:43.3084169Z;Random.Int4;2026-08-21T23:17:42.2990000Z;2026-08-21T23:17:42.2990000Z;0.0000000;0
2026-08-21T23:17:43.3084169Z;Random.Int2;2026-08-21T23:17:42.2990000Z;2026-08-21T23:17:42.2990000Z;0.0000000;0
2026-08-21T23:17:43.3084169Z;Random.UInt4;2026-08-21T23:17:42.2990000Z;2026-08-21T23:17:42.2990000Z;0.0000000;0
2026-08-21T23:17:43.3084169Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:43.3084169Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:43.3084169Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:43.3084169Z;Saw-toothed Waves.Real8;2026-08-21T23:17:42.3020000Z;2026-08-21T23:17:42.3020000Z;0.0000000;0
2026-08-21T23:17:43.3084169Z;Triangle Waves.Real8;2026-08-21T23:17:42.3020000Z;2026-08-21T23:17:42.3020000Z;0.0000000;0
2026-08-21T23:17:44.3203565Z;Random.Real8;2026-08-21T23:17:43.3240000Z;2026-08-21T23:17:43.3240000Z;0.0000000;0
2026-08-21T23:17:44.3203565Z;Random.Real4;2026-08-21T23:17:43.3240000Z;2026-08-21T23:17:43.3240000Z;0.0000000;0
2026-08-21T23:17:44.3203565Z;Random.Int4;2026-08-21T23:17:43.3240000Z;2026-08-21T23:17:43.3240000Z;0.0000000;0
2026-08-21T23:17:44.3203565Z;Random.Int2;2026-08-21T23:17:43.3240000Z;2026-08-21T23:17:43.3240000Z;0.0000000;0
2026-08-21T23:17:44.3203565Z;Random.UInt4;2026-08-21T23:17:43.3240000Z;2026-08-21T23:17:43.3240000Z;0.0000000;0
2026-08-21T23:17:44.3203565Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:44.3203565Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:44.3203565Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:44.3203565Z;Saw-toothed Waves.Real8;2026-08-21T23:17:43.3240000Z;2026-08-21T23:17:43.3240000Z;0.0000000;0
2026-08-21T23:17:44.3203565Z;Triangle Waves.Real8;2026-08-21T23:17:43.3240000Z;2026-08-21T23:17:43.3240000Z;0.0000000;0
2026-08-21T23:17:45.3346686Z;Random.Real8;2026-08-21T23:17:44.3360000Z;2026-08-21T23:17:44.3360000Z;0.0000000;0
2026-08-21T23:17:45.3346686Z;Random.Real4;2026-08-21T23:17:44.3360000Z;2026-08-21T23:17:44.3360000Z;0.0000000;0
2026-08-21T23:17:45.3346686Z;Random.Int4;2026-08-21T23:17:44.3360000Z;2026-08-21T23:17:44.3360000Z;0.0000000;0
2026-08-21T23:17:45.3346686Z;Random.Int2;2026-08-21T23:17:44.3360000Z;2026-08-21T23:17:44.3360000Z;0.0000000;0
2026-08-21T23:17:45.3346686Z;Random.UInt4;2026-08-21T23:17:44.3360000Z;2026-08-21T23:17:44.3360000Z;0.0000000;0
2026-08-21T23:17:45.3346686Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:45.3346686Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:45.3346686Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:45.3346686Z;Saw-toothed Waves.Real8;2026-08-21T23:17:44.3360000Z;2026-08-21T23:17:44.3360000Z;0.0000000;0
2026-08-21T23:17:45.3346686Z;Triangle Waves.Real8;2026-08-21T23:17:44.3360000Z;2026-08-21T23:17:44.3360000Z;0.0000000;0
2026-08-21T23:17:46.3474869Z;Random.Real8;2026-08-21T23:17:45.3500000Z;2026-08-21T23:17:45.3500000Z;0.0000000;0
2026-08-21T23:17:46.3474869Z;Random.Real4;2026-08-21T23:17:45.3500000Z;2026-08-21T23:17:45.3500000Z;0.0000000;0
2026-08-21T23:17:46.3474869Z;Random.Int4;2026-08-21T23:17:45.3500000Z;2026-08-21T23:17:45.3500000Z;0.0000000;0
2026-08-21T23:17:46.3474869Z;Random.Int2;2026-08-21T23:17:45.3500000Z;2026-08-21T23:17:45.3500000Z;0.0000000;0
2026-08-21T23:17:46.3474869Z;Random.UInt4;2026-08-21T23:17:45.3500000Z;2026-08-21T23:17:45.3500000Z;0.0000000;0
2026-08-21T23:17:46.3474869Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:46.3474869Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:46.3474869Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:46.3474869Z;Saw-toothed Waves.Real8;2026-08-21T23:17:45.3500000Z;2026-08-21T23:17:45.3500000Z;0.0000000;0
2026-08-21T23:17:46.3474869Z;Triangle Waves.Real8;2026-08-21T23:17:45.3500000Z;2026-08-21T23:17:45.3500000Z;0.0000000;0
2026-08-21T23:17:47.3559436Z;Random.Real8;2026-08-21T23:17:46.3620000Z;2026-08-21T23:17:46.3620000Z;0.0000000;0
2026-08-21T23:17:47.3559436Z;Random.Real4;2026-08-21T23:17:46.3620000Z;2026-08-21T23:17:46.3620000Z;0.0000000;0
2026-08-21T23:17:47.3559436Z;Random.Int4;2026-08-21T23:17:46.3620000Z;2026-08-21T23:17:46.3620000Z;0.0000000;0
2026-08-21T23:17:47.3559436Z;Random.Int2;2026-08-21T23:17:46.3620000Z;2026-08-21T23:17:46.3620000Z;0.0000000;0
2026-08-21T23:17:47.3559436Z;Random.UInt4;2026-08-21T23:17:46.3620000Z;2026-08-21T23:17:46.3620000Z;0.0000000;0
2026-08-21T23:17:47.3559436Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:47.3559436Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:47.3559436Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:47.3559436Z;Saw-toothed Waves.Real8;2026-08-21T23:17:46.3620000Z;2026-08-21T23:17:46.3620000Z;0.0000000;0
2026-08-21T23:17:47.3559436Z;Triangle Waves.Real8;2026-08-21T23:17:46.3620000Z;2026-08-21T23:17:46.3620000Z;0.0000000;0
2026-08-21T23:17:48.3663832Z;Random.Real8;2026-08-21T23:17:47.3870000Z;2026-08-21T23:17:47.3870000Z;0.0000000;0
2026-08-21T23:17:48.3663832Z;Random.Real4;2026-08-21T23:17:47.3870000Z;2026-08-21T23:17:47.3870000Z;0.0000000;0
2026-08-21T23:17:48.3663832Z;Random.Int4;2026-08-21T23:17:47.3870000Z;2026-08-21T23:17:47.3870000Z;0.0000000;0
2026-08-21T23:17:48.3663832Z;Random.Int2;2026-08-21T23:17:47.3870000Z;2026-08-21T23:17:47.3870000Z;0.0000000;0
2026-08-21T23:17:48.3663832Z;Random.UInt4;2026-08-21T23:17:47.3870000Z;2026-08-21T23:17:47.3870000Z;0.0000000;0
2026-08-21T23:17:48.3663832Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:48.3663832Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:48.3663832Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:48.3663832Z;Saw-toothed Waves.Real8;2026-08-21T23:17:47.3870000Z;2026-08-21T23:17:47.3870000Z;0.0000000;0
2026-08-21T23:17:48.3663832Z;Triangle Waves.Real8;2026-08-21T23:17:47.3870000Z;2026-08-21T23:17:47.3870000Z;0.0000000;0
2026-08-21T23:17:49.3783886Z;Random.Real8;2026-08-21T23:17:48.3960000Z;2026-08-21T23:17:48.3960000Z;0.0000000;0
2026-08-21T23:17:49.3783886Z;Random.Real4;2026-08-21T23:17:48.3960000Z;2026-08-21T23:17:48.3960000Z;0.0000000;0
2026-08-21T23:17:49.3783886Z;Random.Int4;2026-08-21T23:17:48.3960000Z;2026-08-21T23:17:48.3960000Z;0.0000000;0
2026-08-21T23:17:49.3783886Z;Random.Int2;2026-08-21T23:17:48.3960000Z;2026-08-21T23:17:48.3960000Z;0.0000000;0
2026-08-21T23:17:49.3783886Z;Random.UInt4;2026-08-21T23:17:48.3960000Z;2026-08-21T23:17:48.3960000Z;0.0000000;0
2026-08-21T23:17:49.3783886Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:49.3783886Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:49.3783886Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:49.3783886Z;Saw-toothed Waves.Real8;2026-08-21T23:17:48.3960000Z;2026-08-21T23:17:48.3960000Z;0.0000000;0
2026-08-21T23:17:49.3783886Z;Triangle Waves.Real8;2026-08-21T23:17:48.3960000Z;2026-08-21T23:17:48.3960000Z;0.0000000;0
2026-08-21T23:17:50.3911526Z;Random.Real8;2026-08-21T23:17:49.4100000Z;2026-08-21T23:17:49.4100000Z;0.0000000;0
2026-08-21T23:17:50.3911526Z;Random.Real4;2026-08-21T23:17:49.4100000Z;2026-08-21T23:17:49.4100000Z;0.0000000;0
2026-08-21T23:17:50.3911526Z;Random.Int4;2026-08-21T23:17:49.4100000Z;2026-08-21T23:17:49.4100000Z;0.0000000;0
2026-08-21T23:17:50.3911526Z;Random.Int2;2026-08-21T23:17:49.4100000Z;2026-08-21T23:17:49.4100000Z;0.0000000;0
2026-08-21T23:17:50.3911526Z;Random.UInt4;2026-08-21T23:17:49.4100000Z;2026-08-21T23:17:49.4100000Z;0.0000000;0
2026-08-21T23:17:50.3911526Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:50.3911526Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:50.3911526Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:50.3911526Z;Saw-toothed Waves.Real8;2026-08-21T23:17:49.4100000Z;2026-08-21T23:17:49.4100000Z;0.0000000;0
2026-08-21T23:17:50.3911526Z;Triangle Waves.Real8;2026-08-21T23:17:49.4100000Z;2026-08-21T23:17:49.4100000Z;0.0000000;0
2026-08-21T23:17:51.4030558Z;Random.Real8;2026-08-21T23:17:50.4230000Z;2026-08-21T23:17:50.4230000Z;0.0000000;0
2026-08-21T23:17:51.4030558Z;Random.Real4;2026-08-21T23:17:50.4230000Z;2026-08-21T23:17:50.4230000Z;0.0000000;0
2026-08-21T23:17:51.4030558Z;Random.Int4;2026-08-21T23:17:50.4230000Z;2026-08-21T23:17:50.4230000Z;0.0000000;0
2026-08-21T23:17:51.4030558Z;Random.Int2;2026-08-21T23:17:50.4230000Z;2026-08-21T23:17:50.4230000Z;0.0000000;0
2026-08-21T23:17:51.4030558Z;Random.UInt4;2026-08-21T23:17:50.4230000Z;2026-08-21T23:17:50.4230000Z;0.0000000;0
2026-08-21T23:17:51.4030558Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:51.4030558Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:51.4030558Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:51.4030558Z;Saw-toothed Waves.Real8;2026-08-21T23:17:50.4230000Z;2026-08-21T23:17:50.4230000Z;0.0000000;0
2026-08-21T23:17:51.4030558Z;Triangle Waves.Real8;2026-08-21T23:17:50.4230000Z;2026-08-21T23:17:50.4230000Z;0.0000000;0
2026-08-21T23:17:52.4132066Z;Random.Real8;2026-08-21T23:17:51.4490000Z;2026-08-21T23:17:51.4490000Z;0.0000000;0
2026-08-21T23:17:52.4132066Z;Random.Real4;2026-08-21T23:17:51.4490000Z;2026-08-21T23:17:51.4490000Z;0.0000000;0
2026-08-21T23:17:52.4132066Z;Random.Int4;2026-08-21T23:17:51.4490000Z;2026-08-21T23:17:51.4490000Z;0.0000000;0
2026-08-21T23:17:52.4132066Z;Random.Int2;2026-08-21T23:17:51.4490000Z;2026-08-21T23:17:51.4490000Z;0.0000000;0
2026-08-21T23:17:52.4132066Z;Random.UInt4;2026-08-21T23:17:51.4490000Z;2026-08-21T23:17:51.4490000Z;0.0000000;0
2026-08-21T23:17:52.4132066Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:52.4132066Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:52.4132066Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:52.4132066Z;Saw-toothed Waves.Real8;2026-08-21T23:17:51.4490000Z;2026-08-21T23:17:51.4490000Z;0.0000000;0
2026-08-21T23:17:52.4132066Z;Triangle Waves.Real8;2026-08-21T23:17:51.4490000Z;2026-08-21T23:17:51.4490000Z;0.0000000;0
2026-08-21T23:17:53.4250849Z;Random.Real8;2026-08-21T23:17:52.4590000Z;2026-08-21T23:17:52.4590000Z;0.0000000;0
2026-08-21T23:17:53.4250849Z;Random.Real4;2026-08-21T23:17:52.4590000Z;2026-08-21T23:17:52.4590000Z;0.0000000;0
2026-08-21T23:17:53.4250849Z;Random.Int4;2026-08-21T23:17:52.4590000Z;2026-08-21T23:17:52.4590000Z;0.0000000;0
2026-08-21T23:17:53.4250849Z;Random.Int2;2026-08-21T23:17:52.4590000Z;2026-08-21T23:17:52.4590000Z;0.0000000;0
2026-08-21T23:17:53.4250849Z;Random.UInt4;2026-08-21T23:17:52.4590000Z;2026-08-21T23:17:52.4590000Z;0.0000000;0
2026-08-21T23:17:53.4250849Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:53.4250849Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:53.4250849Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:53.4250849Z;Saw-toothed Waves.Real8;2026-08-21T23:17:52.4590000Z;2026-08-21T23:17:52.4590000Z;0.0000000;0
2026-08-21T23:17:53.4250849Z;Triangle Waves.Real8;2026-08-21T23:17:52.4590000Z;2026-08-21T23:17:52.4590000Z;0.0000000;0
2026-08-21T23:17:54.4344229Z;Random.Real8;2026-08-21T23:17:53.4700000Z;2026-08-21T23:17:53.4700000Z;0.0000000;0
2026-08-21T23:17:54.4344229Z;Random.Real4;2026-08-21T23:17:53.4700000Z;2026-08-21T23:17:53.4700000Z;0.0000000;0
2026-08-21T23:17:54.4344229Z;Random.Int4;2026-08-21T23:17:53.4700000Z;2026-08-21T23:17:53.4700000Z;0.0000000;0
2026-08-21T23:17:54.4344229Z;Random.Int2;2026-08-21T23:17:53.4700000Z;2026-08-21T23:17:53.4700000Z;0.0000000;0
2026-08-21T23:17:54.4344229Z;Random.UInt4;2026-08-21T23:17:53.4700000Z;2026-08-21T23:17:53.4700000Z;0.0000000;0
2026-08-21T23:17:54.4344229Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:54.4344229Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:54.4344229Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:54.4344229Z;Saw-toothed Waves.Real8;2026-08-21T23:17:53.4700000Z;2026-08-21T23:17:53.4700000Z;0.0000000;0
2026-08-21T23:17:54.4344229Z;Triangle Waves.Real8;2026-08-21T23:17:53.4700000Z;2026-08-21T23:17:53.4700000Z;0.0000000;0
2026-08-21T23:17:55.4396193Z;Random.Real8;2026-08-21T23:17:54.4950000Z;2026-08-21T23:17:54.4950000Z;0.0000000;0
2026-08-21T23:17:55.4396193Z;Random.Real4;2026-08-21T23:17:54.4950000Z;2026-08-21T23:17:54.4950000Z;0.0000000;0
2026-08-21T23:17:55.4396193Z;Random.Int4;2026-08-21T23:17:54.4950000Z;2026-08-21T23:17:54.4950000Z;0.0000000;0
2026-08-21T23:17:55.4396193Z;Random.Int2;2026-08-21T23:17:54.4950000Z;2026-08-21T23:17:54.4950000Z;0.0000000;0
2026-08-21T23:17:55.4396193Z;Random.UInt4;2026-08-21T23:17:54.4950000Z;2026-08-21T23:17:54.4950000Z;0.0000000;0
2026-08-21T23:17:55.4396193Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:55.4396193Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:55.4396193Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:55.4396193Z;Saw-toothed Waves.Real8;2026-08-21T23:17:54.4950000Z;2026-08-21T23:17:54.4950000Z;0.0000000;0
2026-08-21T23:17:55.4396193Z;Triangle Waves.Real8;2026-08-21T23:17:54.4950000Z;2026-08-21T23:17:54.4950000Z;0.0000000;0
2026-08-21T23:17:56.4501657Z;Random.Real8;2026-08-21T23:17:55.5010000Z;2026-08-21T23:17:55.5010000Z;0.0000000;0
2026-08-21T23:17:56.4501657Z;Random.Real4;2026-08-21T23:17:55.5010000Z;2026-08-21T23:17:55.5010000Z;0.0000000;0
2026-08-21T23:17:56.4501657Z;Random.Int4;2026-08-21T23:17:55.5010000Z;2026-08-21T23:17:55.5010000Z;0.0000000;0
2026-08-21T23:17:56.4501657Z;Random.Int2;2026-08-21T23:17:55.5010000Z;2026-08-21T23:17:55.5010000Z;0.0000000;0
2026-08-21T23:17:56.4501657Z;Random.UInt4;2026-08-21T23:17:55.5010000Z;2026-08-21T23:17:55.5010000Z;0.0000000;0
2026-08-21T23:17:56.4501657Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:56.4501657Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:56.4501657Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:56.4501657Z;Saw-toothed Waves.Real8;2026-08-21T23:17:55.5010000Z;2026-08-21T23:17:55.5010000Z;0.0000000;0
2026-08-21T23:17:56.4501657Z;Triangle Waves.Real8;2026-08-21T23:17:55.5010000Z;2026-08-21T23:17:55.5010000Z;0.0000000;0
2026-08-21T23:17:57.4605999Z;Random.Real8;2026-08-21T23:17:56.5270000Z;2026-08-21T23:17:56.5270000Z;0.0000000;0
2026-08-21T23:17:57.4605999Z;Random.Real4;2026-08-21T23:17:56.5270000Z;2026-08-21T23:17:56.5270000Z;0.0000000;0
2026-08-21T23:17:57.4605999Z;Random.Int4;2026-08-21T23:17:56.5270000Z;2026-08-21T23:17:56.5270000Z;0.0000000;0
2026-08-21T23:17:57.4605999Z;Random.Int2;2026-08-21T23:17:56.5270000Z;2026-08-21T23:17:56.5270000Z;0.0000000;0
2026-08-21T23:17:57.4605999Z;Random.UInt4;2026-08-21T23:17:56.5270000Z;2026-08-21T23:17:56.5270000Z;0.0000000;0
2026-08-21T23:17:57.4605999Z;Bucket Brigade.Real8;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:57.4605999Z;Bucket Brigade.Int4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:57.4605999Z;Bucket Brigade.Real4;2026-08-18T23:23:15.1714619Z;2026-08-18T23:30:24.6681915Z;429.4967296;1
2026-08-21T23:17:57.4605999Z;Saw-toothed Waves.Real8;2026-08-21T23:17:56.5270000Z;2026-08-21T23:17:56.5270000Z;0.0000000;0
2026-08-21T23:17:57.4605999Z;Triangle Waves.Real8;2026-08-21T23:17:56.5270000Z;2026-08-21T23:17:56.5270000Z;0.0000000;0
2026-08-21T23:17:58.4702799Z;Random.Real8;2026-08-21T23:17:57.5370000Z;2026-08-21T23:17:57.5370000Z;0.0000000;0
2026-08-21T23:17:58.4702799Z;Random.Real4;2026-08-21T23:17:57.5370000Z;2026-08-21T23:17:57.5370000Z;0.0000000;0
2026-08-21T23:17:58.4702799Z;Random.Int4;2026-08-21T23:17:57.5370000Z;2026-08-21T23:17:57.5370000Z;0.0000000;0
2026-08-21T23:17:58.4702799Z;Random.Int2;2026-08-21T23:17:57.5370000Z;2026-08-21T23:17:57.5370000Z;0.0000000;0
2026-08-21T23:17:58.4702799Z;Random.UInt4;2026-08-21T23:17:57.5370000Z;2026-08-21T23:17:57.5370000Z;0.0000000;0
